Presentation Title,Description or Abstract,Org_1_id,Org_2_id,Org_3_id,Org_4_id,Org_5_id,Org_6_id,Org_7_id,Topic_1,Topic_2,Topic_3,Academic_Discipline_1,Academic_Discipline_2,OfficeDepartment1,OfficeDepartment2,Tags,PresentationDate,ConferenceName,PresType,Author1_Name,Author1_Org_ID,PositionTitle_1,Author2_Name,Author2_Org_ID,PositionTitle_2,Author3_Name,Author3_Org_ID,PositionTitle_3,Author4_Name,Author4_Org_ID,PositionTitle_4,Author5_Name,Author5_Org_ID,PositionTitle_5,Author6_Name,Author6_Org_ID,PositionTitle_6,Author7_Name,Author7_Org_ID,PositionTitle_7,Author8_Name,Author8_Org_ID,PositionTitle_8,File1_URL,File2_URL,File3_URL,File4_URL
Building a Meal Sharing Program,"Johnson County Kansas has mirrored the increased food insecurity that has been prevalent at the national level. Johnson County Community College has tackled this issue by creating a meal share program to provide free meals to needy students on campus. The program set to launch in January, loads funds daily on the student's ID card to use at all dining services locations. Various departments assisted in the creation, implementation and marketing of the program.",2128,,,,,,,Food & Dining,Campus Engagement,Wellbeing & Work,,,,,"food security,meal share",10/3/2018,AASHE,Poster,Jason Arnett,2128,Manager Dining Services Retail Operations,Claudia Martin-Ayoade,2128,Registered Dietitian / Nutrition Writer/ Public Speaker, ,,, ,,, ,,, ,,, ,,, ,,,,,,
UT Farm Stand: A Campus-Scale Model for Sustainable Food Production,"At the University of Texas, UT Farm Stand offers an innovative campus-scale model for a sustainable food production system. This student-run program depicts the unique tale of farm to market to waste within the bounds of an urban college campus, helping to bring students closer to food production and to engage in food sustainability. In two sustainable gardens, students cultivate produce which is then harvested and sold at an affordable price at a biweekly market. At the market, students purchase affordable and eco-friendly produce, volunteer to educate others about food sustainability, and learn about the impact of their food waste. UT Farm Stand enables students to engage with each step of the food production process and provides the hands-on knowledge and tools to understand the role of sustainable food production in a world of food deserts, corporate agriculture, and environmental degradation.",3049,,,,,,,Food & Dining,Campus Engagement,,,,,,"campus grown foods,student engagement",10/3/2018,AASHE,Poster,Katherine Strain,3049,Sustainability Student Manager, ,,, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Food Service Contracts and RFPs as Vehicle for Sourcing More Sustainable Food,"College and universities need new strategies to scale sustainable food procurement. Programs like STARS and the Real Food Challenge have institutionalized sustainable food purchasing targets and many campuses have made meaningful progress toward their goals. Still, many campuses struggle to meet their goals or have plateaued in the volume of sustainable products that they purchase. Even among campuses that have had success with sustainable sourcing the majority of food still comes from industrial-scale producers that raise crops and animals using unsustainable agricultural practices. This session will present resources and case studies of universities that have used Requests for Proposals (RFPs) and foodservice contracts as a tool to increasing sustainable food sourcing. The food served in campus dining operations is sourced either by a food service management company or by campus staff through a food distributor. In both cases, campuses are often limited to purchase food available through the established supply chains of the food service management company or distributor. While some distributors and most food service management companies offer sustainable products, choices are often limited and sustainable vendors are often not included in their 'preferred' networks. In both cases contracts and RFPs offer an opportunity for universities to articulate sustainability goals, set sourcing expectations, and create accountability.",7604,4473,3995,,,,,Food & Dining,Coordination & Planning,Purchasing,,,,,"food purchasing,requests for proposals (RFPs),food service procurement",10/3/2018,AASHE,Presentation,Andrew deCorliolis,7604,Director of Policy,Samantha Lubow,4473,Enviornment Initiatives Coordinator,Michelle Smith,3995,Green Building Coordinator, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/7770/0915_deCorliolis_0192.pdf,,,
Local Food Sourcing in Kentucky: A Case Study in Higher Ed Collaboration,The University of Kentucky and the University of Louisville have a unique approach to sourcing local food. Hear from the Sustainability Managers from their dining services and the Executive Director of UK's Food Connection as a model of how dining service providers can work collaboratively among accounts and with their clients to help build the local supply chain.,3691,,,,,,,Food & Dining,Campus Engagement,Purchasing,,,,,"local foods,food purchasing",10/3/2018,AASHE,Poster,Ellen Trahan,3691,Sustainability Coordinator,Carolyn Gahn,3691,Sustainability Manager at University of Kentucky, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Leveraging Sustainability in Food Service Across Campus,"The University of Houston has undergone a physical and culture transformation with a different food service provider and new collaboration with our Office of Sustainability. In spring 2017 the Food Service Advisory committee urged the university to initiate the request for proposal process to enhance food service operations campus wide, and to include high impact sustainability initiatives. Incorporating sustainability for an institution wide contract provides leverage and influences the entire campus experience. Since the transition of our new provider we have implemented recycling in dining halls, farm to table programming, and have gained our community's attention by launching the University of Houston's first farmers market. Through our new food service partnership, the University is aggressively tackling the United Nation's Sustainable Development Goals of zero hunger and responsible consumption and production. With the Office of Sustainability's support, food waste programs are now stronger and built across campus and all residential dining halls established a goal of zero waste by 2020. We have also incorporated responsible consumption and production with cage free eggs, antibiotic free chicken, milk free of artificial growth hormones, and purchasing policies aligning with the Monterey Bay Aquarium Seafood Watch program with 100% certifiable seafood from fisheries with a commitment to responsible and environmental fishing practices. Lastly, vegetarian and vegan options have been expanded and encouraged. During our presentation we plan to educate our audience on how to leverage sustainability campus wide by providing the example of our new food service partnership. The Office of Sustainability manages the sustainability contract piece and has outlined targets and methods to achieve these goals. The presentation will discuss first steps of starting at the corporate level to implementation challenges and lessons learned to guide other institutions.",2287,,,,,,,Food & Dining,Coordination & Planning,Purchasing,,,Dining Services,,"food purchasing,requests for proposals (RFPs),food service procurement",10/3/2018,AASHE,Poster,Gabriel Durham,2287,Sustainability Coordinator,Michael Mendoza,2287,Sustainability Manager, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9041/1430_Mendoza_0353.pdf,,,
Virginia Food Systems Leadership Institute,"This poster will provide an overview of the Virginia Food Systems Leadership Institute (VFSLI), an innovative collaboration involving four public research universities in Virginia and the Smithsonian Institution. Piloted successfully in the summer of 2018, VFSLI is a program that prepares rising leaders in the area of sustainable food systems. It combines knowledge of food systems with competency development in leadership, and a means for students to gain skills and hands-on experience in building local and regional food systems. The course is a multidisciplinary and multi-stakeholder project created by the Virginia Sustainable Food Coalition, whose mission is to harness the intellectual, human, and economic capital of colleges and universities to foster the emerging local food economy in the Commonwealth of Virginia.",3981,,,,,,,Food & Dining,Curriculum,,,,,,food systems,10/3/2018,AASHE,Poster,Andrew Wingfield,3981,"Director, Environmental and Sustainability Studies", ,,, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Estimating Greenhouse Gas and Water Reduction Through Food Labeling at a University Dining Facility,"As one of the most basic requirements for survival, food plays a massive role in how humans interact, not merely with one another, but also with the environment. The diet of an average individual encompasses the majority of their environmental footprint, where some studies suggest that diet is responsible for five thousand pounds of greenhouse gasses emitted throughout their lifetime, and 92% of their daily water consumption. With the increasing global concern for climate change and its related impacts on food production, reducing the amount of environmental burden associated with feeding the growing population is imperative. Adjustments must be made to current dietary habits to prevent further, possibly irreversible, destruction to the ecological systems that act as the foundation to the global economy. At Villanova University, through the graduate Mechanical and Sustainable Engineering programs, a life cycle analysis study has been underway of the food served at one of the campus dining facilities to develop a system of labeling that denotes the environmental burden associated with the meal options provided. Surveying was completed to get a sense of the student motivation to use environmental impact as one of the decision-making criteria when choosing their meal, including the influence on the level of accuracy of the labels. This poster illustrates some of the findings from the study, including the estimated reduction in equivalent carbon dioxide emissions and water usage.",1718,,,,,,,Food & Dining,Air & Climate,Purchasing,,,,,"food labeling,life cycle assessment",10/3/2018,AASHE,Poster,Lucy Baron,1718,Student, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/10197/1430_Baron_1076.pdf,,,
Closing the Food Loop,"As a group of student from three different universities and a diverse range of interests, we all noticed that there were many problems with the current food system. To start, we converted a 20' by 8' shipping container into a portable aquaponics farm. By harnessing the symbiotic relationship between fish and plants we are able to use 90% less water, 70% less energy, and produce 10 times the yields as compared to conventional farming. Furthermore, this farm can be deployed anywhere to provide both food and act as a communal economic asset. After being able to produce food so efficiently, we took a step back to look at the entire food system and realized that food waste is a huge problem facing the world. Inspired by the holistic loop of aquaponics, we decided to construct an anaerobic digester which could take food waste and convert it into energy. We use this energy to sustain our farm and produce extremely nutrient rich fertilizer which can help communities grow their own food. This way we could use the waste, or end of the food system to close the loop and restart the cycle through growth.",760,,,,,,,Food & Dining,Energy,Waste,,,,,"aquaponics,food waste,closed loop",10/3/2018,AASHE,Poster,Kareem Rabbat,760,Undergraduate Student, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9451/1430_Rabbat_0796.pdf,,,
Building a Bigger Table: Engaging Communities on Food Security,"On our campus, and in the surrounding community, there appears to be a growing urge for increased engagement and 'silo-busting.' One of the largest focal points for this is food, in particular, access to healthy, affordable food that not only nourishes our individual bodies but our communities. In this session, I will share insight on some of the silo-busting initiatives The College of Charleston has been a part of in regards to food security, both off-campus and on-campus, as a recent research initiative, the Charleston YOUth Count, has indicated 30% of our students face this issue. By the time this proposal has undergone review, numbers from the YOUth Count will in for how many youth are facing food insecurity in our county as a whole. Our Office of Sustainability will have hosted a 'Sustainability Week' in which there will be at least one brainstorming session where community stakeholders will share their ideas on how to create a more just and sustainable food system. Many of these stakeholders, such as collectivists of The Stone Soup Collective, a nonprofit with strong ties to The College of Charleston, will be a part of the newly-forming Tri-County Food Alliance, a group of nonprofit leaders, professors, community advocates, farmers, and more who are working in the areas of food justice. This work we are doing within and outside our university is ongoing and highly collaborative. In this session, I will share not only our latest initiatives, but personal insight as a faculty member, nonprofit representative, and technical associate on our triumphs and struggles on addressing the food security issues we have among and outside our college community.",5047,,,,,,,Food & Dining,Public Engagement,,,,,,"food security,community engagement",10/3/2018,AASHE,Poster,Jennifer Saunders,5047,Adjunct Professor, ,,, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9373/1430_Saunders_0716.pdf,,,
Raising the Bar Across North America: Tracking Sustainable Food Purchasing in Higher Education,"Across the United States, the Real Food Calculator has become a standard-setting tool for local and sustainable food procurement in higher education. This student-led research tool allows universities to assess their percentage of 'real food' on campus and to set goals around purchasing related to local economies, animal welfare, environmental impact, and fairness in the supply chain. Now, the Calculator comes to Canada! With the launch of the Good Food Calculator this year, Canadian institutions of higher education can make new strides in sustainable food procurement. Join us to learn more about the standards behind the Calculator in the US and Canada! This workshop is a great opportunity for new institutions interested in using the Calculator in their AASHE STARS assessment, as well as for seasoned researchers, to dive deeper into standards for defining just and sustainable food procurement.",6891,8560,,,,,,Food & Dining,Purchasing,,,,,,"real food,food purchasing",10/3/2018,AASHE,Presentation,Dominique Fahmy,6891,Research and Projects Fellow,Nicole Norris,8560,National Good Food Lead, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Researching and Purchasing Real Food on Campus,"Our institutions of higher education have incredible purchasing power, with food budgets totaling approximately $5 billion. Instead of using their spending to support local and community-based, fair, ecologically sound, and humane food sources, the majority of their money is spent on food from industrial farms and unsustainable sources. Many campuses have made a commitment to at least 20% Real Food by 2020, and others use the Real Food Calculator as a tool to audit food purchasing on campus. In this networking session, we will discuss how to start researching your campus' food procurement, as well as how to use that research to shift campus food procurement towards more just and sustainable sources.",6891,,,,,,,Food & Dining,Purchasing,,,,,,"real food,food purchasing",10/3/2018,AASHE,Presentation,Dominique Fahmy,6891,Research and Projects Fellow,Clarissa Chen,6891,"Undergraduate Student, Public Health", ,,, ,,, ,,, ,,, ,,, ,,,,,,
Using FEEDS Communication Platform to Share Sustainability News From Dining Services,"As part of our commitment to sustainability, in October 2017 UNC Asheville Dining Services, a division of Chartwells Higher Ed, rolled out a new public communications platform called FEEDS: Farm-Forward Eating and Environmentally-Driven Sustainability. FEEDS helps diners better understand how our multi-level approach to sustainability benefits students, the greater community and the planet. Strategies include reducing pre-consumer waste, donating leftovers to our hungriest citizens, composting, weekly educational tables and partnerships across campus and beyond. UNC Asheville Dining Services strives to incorporate sustainability to the greatest extent possible, in a context where sustainability-minded students are forever wanting more. We believe it is important to think of food systems with a multidimensional approach. Therefore, we created a three-tiered classification system that identifies items as local, Carolina grown or from the Southeast. We use FEEDS as an umbrella to convey our sustainability message in one clear, concise platform. In this presentation, we will discuss how we arrived at this system, what we have learned and challenges we still face. Come learn about FEEDS and discover creative ways we express our sustainability platform, educate students and keep the movement progressing. Hear about the challenges we have faced in pursuing and communicating our sustainability efforts.",4237,6643,,,,,,Food & Dining,Campus Engagement,,,,Dining Services,,"communications,outreach campaigns",10/3/2018,AASHE,Presentation,Meghan Ibach,4237,Sustainability Coordinator for Dining Services,Brooks Casteel,6643,"Chartwells Higher Ed, UNC Asheville Dining Services", ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8414/0830_Ibach_0805.pdf,,,
The Dirt on Real/Good Food,"What makes food sustainable? As an institution how do we implement and report sustainable sourcing of food consumed on our campuses? The Good Food Challenge (Canada) and Real Food Challenge (United States) include an auditing tool which allow students with staff support to quantify how much sustainable, socially just, humane and healthy food is actually served on campus. In this session we will discuss implementing these tools for Canadian and US post-secondary institutions, identify success, challenges and results as well as how the conversation is changing based on increased understanding of the food on our campuses.",2243,4603,760,3600,,,,Food & Dining,Purchasing,,,,,,"real food,food purchasing",10/4/2018,AASHE,Presentation,Megan Wibberley,2243,"Manager, Operational Sustainability and Reporting",Suzanne Savanick Hansen,4603,Sustainability Manager,Rosemary Holtz,760,Student,Nick Goodfellow,3600,Sustainability Coordinator, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/10519/1445_Goodfellow_0704.pdf,,,
Increasing Local Food Procurement at Ontario's 24 Colleges,"Mohawk College executed an innovative project that proved that by sharing knowledge, resources, and solutions, together, colleges can work together to address systematic barriers to sustainability. The project, Increasing Local Food Procurement at Ontario's 24 Colleges was an 18-month project led by Mohawk College with support from the Greenbelt Fund and Ontario's Ministry of Agriculture Food and Rural Affairs. The project began with in-depth research on the barriers and opportunities to local food procurement on campuses. Then, Mohawk and four partner colleges piloted solutions that directly responded to the research findings. Based on the pilot projects, research and further stakeholder consultation, Mohawk College released a Local Food Framework for Ontario's 24 Colleges in February, 2018. The Framework is a step-by-step guide to increasing the purchasing, preparation and promotion of sustainable, local foods on campus. It provides open-source tools, resources and templates that colleges can use to increase campus local food procurement. Increasing the amount of local food served on college campuses is an important opportunity for colleges to better serve their students and communities. By offering more local food options, colleges can increase student satisfaction, campus sustainability and their regional economic impact - all while increasing the quality of campus food services. In partnership with the Greenbelt Fund and the Ontario Ministry of Agriculture, Food & Rural Affairs, Mohawk College led a research project that created a scalable, transferable framework to increase local food procurement at Ontario's 24 colleges. This project comprised of three phases: industry research; pilot projects; and a research summit - all of which contributed to the development of the Local Food Framework for Ontario Colleges.",6363,,,,,,,Food & Dining,Purchasing,,,,,,"local foods,food purchasing",10/3/2018,AASHE,Poster,Kate Flynn,6363,"Manager, Campus Sustainability and Climate Change", ,,, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Real Food Challenge at University of Pittsburgh,"The Real Food Challenge is a nation-wide initiative to bring local, fair, humane, and ecologically sound food to college campuses. By 2020, every participating institution aims to have 20% of their campus food be 'real.' This will effectively shift $1 billion nationwide of university food budgets away from industrial farms, overly-processed junk food, and other companies with labor/humane-practice violations. The network of students involved inspires leadership and passion for fixing a broken food system. At the University of Pittsburgh, Real Food Challenge interns commit to working toward these national goals. Some responsibilities include inputting data about purchases, calculating and analyzing the current percentage of real food in our main dining hall, and innovating unique solutions to increase this percentage without raising prices of meal plans. In the coming years, we will expand this initiative across campus and, after the goal is met by 2020, work toward 25% of food on campus being 'real' by 2025. Additionally, the Real Food Challenge Team at Pitt plans, promotes, and runs an annual event called Real Food Day to educate students on campus of our work and promote an improved food system. The goal of this event is to inform our peers, motivate them to take action, and gain support. As students, we have the right to access healthy, sustainable food on campus and the responsibility to leverage our institutions to invest in such a food system. Our poster aims to educate other students, organizations, activists, and institutions of the current problems in the food system and what can be done to start solving them. We are passionate about correcting an often unjust, inhumane, unhealthy food system and want to inspire others to do the same. As part of our poster presentation, we describe more about the Real Food Challenge and 'real food' in general, detail our efforts and goals, and explain how we can all contribute to bettering a food system in need.",760,,,,,,,Food & Dining,Campus Engagement,,,,,,real food,10/3/2018,AASHE,Poster,Zoë Neal,760,Undergraduate Student,Rosemary Holtz,760,Undergraduate Student, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Green Dining at Georgia State University,"Georgia State's insourced dining services, PantherDining, continues to impress and promote sustainability throughout campus. With the help from the Student Sustainability Fee Fund, PantherDining recently launched Freight Farms' Leafy Green Machine to begin growing produce that will be served in the dining halls- the ultimate farm-to-table experience for the Georgia State community. Furthermore, two of the University's dining halls were given the very first 3-star green certification in the south based on the categories of disposables, energy, food, furnishings and building materials, pollution and chemical reduction, and waste and water usage by the National Restaurant Association. In addition to the fantastic work of university dining staff, Georgia State students recently created a Panther Food Recovery Network where they collect surplus food from the dining halls and donate to local charities. This is the first food recovery chapter in Georgia. Just this year, the Panther Food Recovery Network has recovered and donated over 5,000 pounds of food, enough to feed 3,000 people! During this session, presenters will take a deeper dive into the benefits and challenges of all of the efforts listed above as well as resources saved. Presenters will also discuss how such efforts could be replicated across other campuses.",1170,,,,,,,Food & Dining,Waste,,,,Dining Services,,"third party certifications,food recovery",10/3/2018,AASHE,Poster,Jennifer Asman,1170,Sustainability Program Manager, ,,, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Using Catering to Create a Virtuous Cycle of Sustainability in Your Community,"Sustainability practitioners are constantly grappling with the hard questions: How to overcome inertia of the status quo? How to get others to adopt change? How to get businesses that could face slightly increased costs to care? How to get the for-profit sector to participate in the exciting movements coming from college and university campuses? This university and catering management company found answers through aligned incentives and by driving business to vendors who have committed to helping the university achieve its sustainable food and zero landfill waste goals. This session follows the popular 2017 session by demonstrating how contracted caterers are incentivized to make sustainability commitments, how event planners know which caterers align with the university's sustainability goals, and how both parties benefit. The session focuses on results for how the program has influenced participation levels of caterers serving the university, how caterers and event planners engage on sustainability, and how this initiative enhances the intersections between sustainability and the institutional community through engaging with suppliers on food purchased and waste produced at catered events. Presenters will also demonstrate the enhanced online ordering platform that communicates the university's sustainability goals, places icons next to caterers that support these goals, and allows customers to filter for caterers designated with a sustainability icon.",8304,3931,,,,,,Food & Dining,Waste,,,,Dining Services,,catering,10/4/2018,AASHE,Presentation,Rob Lebowitz,8304,Chief Operating Officer,Kelly Weisinger,3931,Sustainability Staff, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/10459/1400_Weisinger_0997.pdf,,,
How to Get Reusable Dining Containers on Your Campus!,"Many campuses serve food at dining locations in single-use plastics. These plastics may be recyclable, but unfortunately, these containers are rarely cleaned. As a result, the recycling is contaminated. In order to prevent the waste of single-use plastics, Northern Arizona University's Green Fund has implemented the O2GO program on their campus. Five dining locations in the University Union serve food for students in the container that can be reused an infinite amount of times. The Green Fund paid for the machine and containers, while campus dining runs the program. Some small universities across the campus have this program, but Northern Arizona University is the largest university in the United States. This workshop will teach students about how the Green Fund pursued the project, partnered with campus dining, and implemented the program. The presenters will also discuss the problems with the program and how universities can overcome those problems.",567,,,,,,,Food & Dining,Waste,,,,,,"reuse,waste reduction,reusable containers",10/2/2018,AASHE,Presentation,Chandler McCormick,567,Undergraduate Student,Gabriela Galvan,567,Sustainability Coordinator, ,,, ,,, ,,, ,,, ,,, ,,,,,,
Food Recovery and Partnership Models,"The University of Utah is collaborating to address seven of the United Nation's Sustainable Development Goals on on-campus, in local communities, as well as throughout the state. While working to reduce food waste, food is diverted to food insecure members of our communities through coordination of efforts with Salt Lake City's Sustainability Department, State and County Health Departments, local food pantries, food services like restaurants and caterers, local home gardeners, community garden nonprofit organizations, and more. The University of Notre Dame is collaborating with nonprofits and two student groups to prevent food waste from the dining halls, Au Bon Pain and catered events. One glaring issue remained: Athletics food waste. That food now goes to Cultivate Culinary, a local non-profit culinary school that gives job training to cooks who prepare meals with rescued food. Most of the trainees represent at-risk individuals in the community. Students from the University of Pittsburgh student group Food Recovery Heroes began recovering surplus food from campus dining facilities in 2014 when they realized the food that was being thrown away at the end of the day was perfectly edible and that neighbors in the community needed food donations. A partnership with local food rescue organization 412 Food Rescue developed soon after to ensure food was reaching people outside of traditional food donation spaces such as residents of Housing Authority communities.",3994,3704,3600,8617,,,,Food & Dining,Public Engagement,,,,,,"food waste,food recovery",10/4/2018,AASHE,Presentation,Nick Knight,3994,Student,Shannon Jones,3994,Associate Instructor/Project Lead,Charles Allen,3704,Sustainability Program Manager,Nick Goodfellow,3600,Sustainability Coordinator,Jennifer England,8617,Program Director, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9760/0915_Goodfellow.pdf,,,
"Campus Grown: Connecting Sustainability, Local Food Systems, and Experiential Student Learning","When farms, gardens, and other agricultural production takes place on college campuses those spaces can serve as hubs for sustainability education, local food systems, and transformative student learning. In this session you will hear from representatives from Penn State and UNC Chapel Hill, who will each describe some of the unique aspects of their 'campus grown' programs, and how they are using their programs to model innovative approaches to the UN's Sustainable Development Goals. Attendees will hear about Edible Campus UNC, a student-initiated program of the North Carolina Botanical Garden that creates working landscapes across the university campus that grow edible, medicinal, and pollinator-friendly plants, and the Penn State Student Farm, a one acre site for community and campus engagement, sustainable food systems, and unique learning models.",4238,4190,,,,,,Food & Dining,,,,,,,"local foods,food systems,experiential learning,campus grown foods",10/4/2018,AASHE,Presentation,Laura Mindlin,4238,Edible Campus UNC Coordinator,Whitney Ashead,4190,Director of Campus Outreach for the Student Farm Club at Penn State, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9786/1445_Mindlin.pdf,,,
Lettuce Talk: Students and Dining Staff Collaborating on Plant-Based Dining,"Plant-based diets can be healthier and more sustainable than meat-centric diets but plant-based options in college dining halls often fail to be crave-worthy. At the University of Pittsburgh dining halls, Sodexo works closely with student diners who are leading the plant-based charge to improve options on campus. The Veg Collective is a group of students (some vegan, some vegetarian, and some omnivores) and Sodexo staff who meet regularly to discuss plant-based dining options on campus including ways to improve them and to educate diners about the importance of eating a plant-based diet for your health and the environment. The partnership has produced significant changes to campus dining including the addition of two 100% plant-based (vegan) stations in the main dining halls as well as dozens of plant-based options added to locations across campus. Through this presentation we'll share the argument for why it's important to promote a plant-based diet and offer plant-based options in dining halls, how students and dining staff at the University of Pittsburgh worked to get where we're at now, and where we're heading.",3600,760,,,,,,Food & Dining,Campus Engagement,,,,Dining Services,,"plant-based foods,vegan & vegetarian dining",10/3/2018,AASHE,Presentation,Nick Goodfellow,3600,Sustainability Coordinator,Lisa Beilman,760,Nutrition Intern,Bridget Trimble,760,Student, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9679/1130_Goodfellow.pdf,,,
Put Your Fork Where Your Ethics Are: Exploring Food Systems & Leveraging University Purchasing Power,"Do you support climate change? What about modern-day slavery? You don't have to answer that, the food that you buy already does. Worldwide, food is an essential commodity that goes through an entire infrastructure of production, processing, packaging, transportation, storage, and sales. At each step, it can contribute to environmental degradation and human rights violations. Consumer demand and spending can either support or disrupt this system. How do we vote with our dollars every day when we choose what food to buy? As students, we are members of an institution that purchases food for hundreds or thousands of people each day. We have the power to make a difference in where that food comes from. We have the power to leverage the purchasing power of universities to support a better food system. In this introductory workshop, we will delve into what the food system is and how it affects the environment, farmers and farmworkers, up to the consumers. Universities play a significant role in the local, national, and global food system. We will discuss how the purchases universities make can affect our food system for better or for worse, how students can advocate a more sustainable food system on their campuses, and organizations that support students to do so. As an illustrative example, we will present a short case study for a specific product shift Johns Hopkins University has made to source their food more ethically.",515,,,,,,,Food & Dining,Purchasing,,,,,,"food purchasing,food systems,ethics",10/2/2018,AASHE,Presentation,Bela Garces,515,Undergraduate Student,Katie Smith,515,Student, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/8607/1015_Garces_0980.pdf,,,
Big Food in our Universities: Exploring the Ties Between Institutions and Big Food Corporations,"Our universities and higher education institutions have the power and duty to be at the forefront of the movement for a more just and sustainable food system. So why is it that the incredible initiatives and efforts of students and other campus advocates are still not the norm at our universities? Why does it feel like we are making such slow progress? In this workshop, we will explore the public and covert relationships big food corporations have with our institutions, whether in university dining, research, education, or funding, and how these relationships impact the roles our institutions play in transforming our food system. We will also explore the role students can play in influencing our campuses as agents of change in the food system.",6891,,,,,,,Food & Dining,,,,,,,food systems,10/2/2018,AASHE,Presentation,Dominique Fahmy,6891,Research and Projects Fellow,Clarissa Chen,6891,"Undergraduate Student, Public Health", ,,, ,,, ,,, ,,, ,,, ,,,,,,
Grounds for Change: Electrifying CSUN's Landscaping Equipment,"Driven by CSUN's commitment to achieving carbon neutrality, Facilities Planning staff worked with The University's Grounds Shop to test and purchase electric string trimmers, leaf blowers and a riding lawnmower to replace their gasoline-powered counterparts. In addition to eliminating the emissions associated with gas-powered equipment, the electric replacements produce significantly less noise, fumes and vibration, resulting in safer operation for their users and less disruption to the campus. The equipment is also charged using trailers outfitted with solar panels and battery storage, making their operation completely carbon-neutral. Learn how Facilities Planning staff made a case for the project, engaged Grounds Shop personnel to ensure their needs were met, and utilized local incentives to lower project costs.",1248,,,,,,,Grounds,Air & Climate,,,,Facilities Management,,landscaping,10/3/2018,AASHE,Poster,Nikhil Schneider,1248,Energy and Sustainability Coordinator,Austin Eriksson,1248,Director of Energy and Sustainability, ,,, ,,, ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/9101/1430_Schneider_0406.pdf,,,
Leadership in Sustainable Grounds Management: The Audubon International Experience,"This presentation will provide an open dialogue and best practice sharing on the process of achieving Audubon International's (AI) Audubon Cooperative Sanctuary Program (ACSP) certification at both public and private, post-secondary institutions in Canada and the United States. Through award-winning environmental education, technical assistance, certification, and recognition, AI has facilitated the implementation of natural resource management practices on campuses that ensure land, water, wildlife, and other natural resources are sustainably used and conserved. AI has enrolled over 3,000 properties (including golf courses, industrial lands, ski areas, housing developments, farms, resorts, and college campuses) and communities in its rigorous certification programs. A panel made up of American University, the University of Florida, and Niagara College Canada (all ASCP certified institutions) will provide case studies of how AI is able to help public and private colleges and universities conserve and restore wildlife habitat, water, energy and other natural resources while engaging the community and other partners in these efforts. This approach to environmental management encourages continuous program improvement, as progress reporting is required to maintain certification. It also ensures that landscape and sustainability managers engage the campus community in education, monitoring and management activities that promote awareness.",5880,7415,2613,2088,,,,Grounds,Campus Engagement,Coordination & Planning,,,,,"landscaping,third party certifications",10/4/2018,AASHE,Presentation,Amber Schmucker,5880,Sustainability Engagement Officer,Jessica Latus,7415,Director of Sustainable Community Programs,Stephanie DeStefano,2613,Grounds Operations Manager,Matthew Williams,2088,"Director, Office of Sustainability", ,,, ,,, ,,, ,,,https://files.aievolution.com/ash1801/events/7927/0915_Latus_0352.pdf,,,
