Event ID,Presentation_Title,Description,Org_1,Org_1_id,Org_2,Org_2_id,Org_3,Org_3_id,Org_4,Org_4_id,Org_5,Org_5_id,Org_6,Org_6_id,Topic_1,Topic_2,Topic_3,Academic_Discipline_1,Office_Dept_1,Office_Dept_2,Tags,Presentation_Date,Conference_Name,Presentation_Type,Author1_Name,Position/Title _1,Author_Org_1,Author_Org_1_id,Author2_Name,Position/Title _2,Author_Org_2,Author_Org_2_id,Author3_Name,Position/Title _3,Author_Org_3,Author_Org_3_id,Author4_Name,Position/Title _4,Author_Org_4,Author_Org_4_id,Author5_Name,Position/Title _5,Author_Org_5,Author_Org_5_id,Author6_Name,Position/Title _6,Author_Org_6,Author_Org_6_id,Author7_Name,Position/Title _7,Author_Org_7,Author_Org_7_id,Author8_Name,Position/Title _8,Author_Org_8,Author_Org_8_id,File1_Title,File1_URL,File2_Title,File2_URL,File3_Title,File3_URL,File4_Title,File4_URL
2310,Affordable Renewable Energy for the Developing World that is Creating Jobs,"In our world, there are currently 1.3B people living with no access to electricity. The lack of electricity can have negative impacts on their education, communication, safety and even health. A clean source of electrical energy can dramatically improve living conditions by providing clean LED lighting at night, access to the vast knowledge base of the World Wide Web, and cellular communication. Due to the high cost of infrastructure, there is a trend away from centralized energy production towards distributed energy, producing energy right at or very close to the point of use. This move can increase reliability while reducing infrastructure costs. In the developed world, technology changes at an incredible pace. There are many opportunities to apply these now 'throwaway technologies' in the developing world. This provides countless possibilities to create solutions for global challenges through economic development. By combining solar photovoltaic, digital control circuitry, and lithium-ion battery storage, we have developed a safe and reliable source of clean energy that is affordable for a single-family unit and is available 24/7. The SLB50 is powered by the sun's energy, provides storage within lithium-ion cells, and has all the protection needed to prevent the catastrophic battery failures of the past. The energy bank has been sized to just meet the power needs of a single family. It will fully charge two smartphones and provide more than 5 hours of lighting to 100 square feet of living space. The energy bank is fully plug-n-plug, requiring no training or skills to operate. The design is complete and the cost to manufacture the unit is $20 U.S. Currently, we are identifying entrepreneurs in Haiti, Malawi and Sierra Leone to train them to produce the energy bank and solar module in their facilities, using their in-country labor. The entrepreneurs would then be responsible for distributing and servicing the product.",University of Central Florida,2006,,,,,,,,,,,Energy,Public Engagement,,,,,"energy storage,economic development,developing world",10/29/2019,AASHE,Poster,David Norvell,Asst VP Sustainability Initiatives,University of Central Florida,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,Wood Bioenergy: Carbon Neutral or Worse Than Coal?,"As a growing number of institutions, cities, states, and nations work to achieve rapid decarbonization, many are turning to wood bioenergy. All forms of bioenergy are considered to be carbon neutral by governments around the world, including the US, the EU, and China. Most sustainability reporting systems, including AASHE-STARS, do not require institutions to report carbon emissions from wood bioenergy. These policies are predicated on the assumption that all carbon emitted from bioenergy is sequestered in forests that regrow after harvest. We present a dynamic model that allows users to interactively develop wood bioenergy scenarios and explore their carbon and climate impacts over time. The model enables users to vary the type of trees, harvest regimes, and post-harvest land use assumptions for wood bioenergy that displaces coal, natural gas, or a zero-carbon energy source such as solar or wind. We find that the carbon and climate impact of wood bioenergy is worse than coal for decades to centuries under a wide range of wood source, harvesting, and post-harvest assumptions. Increasing the use of wood bioenergy over time only worsens these impacts, as the pace at which 'carbon debt' is incurred through burning wood outstrips its 'repayment' through photosynthesis and carbon sequestration. Our work and others' raise questions about how AASHE and its member institutions should track wood bioenergy emissions, educate our students and other stakeholders about its impacts, and lead the way to a science-based transition to carbon neutrality.",University of Massachusetts Lowell,1729,,,,,,,,,,,Energy,,,,,,"bioenergy,biofuels,decarbonization",10/28/2019,AASHE,Presentation,Juliette Rooney-Varga,"Director, Associate Professor",University of Massachusetts Lowell,1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,Paper and Plug Load Energy Reduction: How Focusing on two Issues Broadened our Reach,"In the current climate of fiscal restraint faced by many post-secondary institutions, it can be challenging for Sustainability Offices to advance their reach and impact with new programs and initiatives. In 2017, the Sustainability Office at Red River College found a way to grow our team by creating a position rooted in cost-savings. As a result, the Resource Reduction Specialist position was created to focus on two issues College-wide: paper and plug load energy reduction. Over the course of a two-year term, the Resource Reduction Specialist engaged staff, faculty and students in projects and initiatives to reduce paper and plug load energy consumption at the College while broadening the overall reach of the Sustainability Office. The creation of this focused position and the project's subsequent success can be attributed to four key factors: it was strategic, it was responsive, it was timely, and it capitalized on the existing strengths of the Sustainability Office. This presentation will explore these factors and how they were essential to securing the funding for this unique position and to building the key partnerships and relationships which helped the project succeed. The strategies and initiatives undertaken to engage the College community in paper and plug load energy reduction efforts will be discussed as well as the overall impacts of these efforts, including how the Sustainability Office's reach and impact were advanced among staff, faculty and students. Tips and lessons learned will be shared that can be applied not only to other paper and plug load energy reduction projects but to any effort to grow the capacity of sustainability initiatives. ",Red River College,2173,,,,,,,,,,,Energy,Waste,,,Sustainability Office,,"plug load,paper reduction,energy reduction,cost savings",10/29/2019,AASHE,Poster,Whitney Crooks,Resource Reduction Specialist,Red River College,2173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100_Crooks_1778.pdf,https://files.aievolution.com/ash1901/events/17605/1100_Crooks_1778.pdf,,,,,,
1952,Strategic Planning of Energy Retrofits That Drive Cutting Edge Projects in GHG Reductions,"In 2014, Humber College (Toronto, Canada) faced a challenge familiar to many institutions. Despite years of incremental energy efficiency gains, large reductions in energy use and greenhouse gas emissions remained elusive, and government reduction targets of 30% by 2030, and 80% by 2050 were far out of reach. In 2015 Humber undertook a more strategic approach by developing a 20 year Integrated Energy Master Plan (IEMP) as a roadmap to reduce energy and water use by 50% / sqft and carbon by 30%, all while meeting financial payback targets and tying into academic programs. By leveraging short paybacks on projects like retro-commissioning we were able to include projects that do not normally get tackled like building envelope, which are critical to bringing down GHG emissions. The IEMP has been incredibly useful at providing both direction and quick approval for energy efficiency projects, but even more so by creating a culture of sustainability that has driven cutting edge projects that reduce energy and greenhouse gas emissions. This presentation will describe the process of engaging senior level decision makers throughout the development of the IEMP, and showcase Humber's retrofit of Building NX using one of the highest-level building standards in the world - Passive House. Built in 1989 as a library, Building NX had a poor building envelope made of aluminum sandwich panels and glass block. Energy use was over 400 ekwh/m2/yr, making it one of the worst on campus, and there were constant complaints about leaks and temperature swings. Energy use data before and after the retrofit will be shared. The final project design has 14' thick exterior walls, Passive House certified windows and a new VRF mechanical system with an air source heat pump. The retrofitted building is projected to use only 64 ekwh/m2/yr and will be certified Net Zero Carbon. Through this project Humber has demonstrated one way to reduce carbon emissions by over 90% in an existing building.",Humber College,1979,,,,,,,,,,,Energy,Coordination & Planning,,,,,"emissions reduction,retrofits,planning,master plans",10/29/2019,AASHE,Presentation,Spencer Wood,"Director, Facilities Management",Humber College,1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0830_Wood_1653.pptx,https://files.aievolution.com/ash1901/events/16263/0830_Wood_1653.pptx,,,,,,
2550,Working Towards Carbon Neutrality in Michigan Dining: Assessing the Impact of Sustainable Mondays,"In Fall 2018, the University of Michigan publicly pledged to a carbon-neutrality initiative. This pledge addressed carbon emissions from energy production and purchasing, but did not consider Scope 3 emissions, which include other ways the University contributes to climate change. Michigan Dining (MDining) hopes to harness the current momentum to address their emissions independent of the university-wide pledge. This research assessed the impact of MDining's Sustainable Mondays initiative, and is intended to be the first step of a broader project to create a roadmap to carbon-neutrality of MDining operations within ten years. Sustainable Mondays is a recent initiative for MDining; neither its efficacy nor reception have been assessed. During the 2018-2019 school year, MDining asked all nine dining halls to reduce or eliminate red meat from menus on Mondays, leaving implementation largely up to individual halls. Researchers worked with MDining Sustainability and Systems teams to collect estimated food purchasing data using order guides in the Foodservice Suite (FSS) system. This data was compiled for each week of the 18-19 school year, for each dining hall. For this analysis, only Monday and Wednesday data were used in order to compare Sustainable Mondays operations to a comparable typical weekday. To assign emissions values, the team labeled ~1700 unique food items by food product and food category. Using a recent meta-analysis (Heller et al., 2018) of food product Life Cycle Analyses, each food product was assigned an estimated greenhouse gas emissions (GHGE) per kilogram. Once compiled, these estimates allowed the researchers to assess Sustainable Mondays' impact in each dining hall, compare among halls, and examine the food categories that played the largest role in emissions totals. These findings can be used to adjust Sustainable Mondays' implementation, and guide MDining's best path toward reducing emissions.",University of Michigan,1744,,,,,,,,,,,Food & Dining,,,,Dining Services,,"carbon neutrality,vegan & plant-based foods,meat reduction,campus dining",10/28/2019,AASHE,Poster,Krysten Dorfman,Graduate Student,University of Michigan,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530_Dorfman_1926.pdf,https://files.aievolution.com/ash1901/events/18462/1530_Dorfman_1926.pdf,,,,,,
2265,"Diverting Waste, Feeding Communities: The Cardinal Cupboard","Facing the highest rates of food insecurity amongst faculty, staff, and students of the University of Louisville and large amounts of food waste from on-campus dining facilities, student leaders opened the very first sustainable food pantry on UofL's campus: the Cardinal Cupboard. This pantry, student lead and operated, has served to address the social justice challenge of meeting the hunger needs on campus while combatting UofL's environmental impact. Through the Food Recovery Network national organization, students are trained to collect food at the end of the day from dining service locations on campus, transport the food to the Cardinal Cupboard, and make it available for students, staff, and faculty to access free resources when in need. Operating on a, 'take what you need, give what you can,' principle, the Cardinal Cupboard has created a unique culture of sustainability on the University of Louisville's campus as it serves as an approachable gateway for sustainable education in one of the most visited campus facilities. By having the ability to create sustainable education programming within and around the events associated with the pantry, student leaders have been able to both reduce the stigma of food insecurity on campus and promote sustainable lifestyle habits that are utilized within the pantry. From accessible education on recycling and compost to the reuse of materials, the pantry fosters a spirit of open-mindedness and sustainable economy not only through its internal practices but also its community impact. When food nears expiration within the pantry, it is delivered to charitable partner organizations within the Louisville community to enforce our support of and relationships with the greater area. The Cardinal Cupboard addresses a vast issue of our campus and community, so the body of research on food insecurity at UofL increases with the breadth of our work. Please join us to follow our year-long journey in establishing this resource.",University of Louisville,1647,,,,,,,,,,,Food & Dining,Campus Engagement,Wellbeing & Work,,,,"food security,food waste,food banks & pantries",10/28/2019,AASHE,Poster,Henrietta Ransdell,University of Louisville Department of Sustainability Communications Intern,University of Louisville,1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530_Ransdell_1493.pptx,https://files.aievolution.com/ash1901/events/17228/1530_Ransdell_1493.pptx,,,,,,
1976,Action in Campus Food: Developing a Framework to Measure Progress in Campus Foodscape Transformation,"This presentation will share the results of a systematic review of 23 institutions' campus food policies and projects using a dataset derived from the STARS food and dining reporting category. The review will be the basis of an action framework that can be used by institutions wishing to engage in campus foodscape projects and policies. This presentation seeks to address how STARS reporting is driving action in campus foodscapes and seeks to address the components of campus foodscape action which are not accounted for in the STARS questionnaire. Universities are considering how to transform their food environments across the world and the USA is at the forefront of this trend. However, until now there has been little attempt to make a systematic, interdisciplinary assessment of the types of policies and projects occurring in campus food environments. Action in campus foodscapes includes institutional moves to create more sustainable, healthier, more equitable and more inclusive food environments. This is being seen in the creation of policy and projects for change through programming, teaching, research and extra-curricular opportunities as well as action in procurement and infrastructure. This review and analysis seek to present a systems-focused view of work in campus food environments, considering governance, sustainability, public health, equity and inclusiveness, stakeholder relations as well as research and curriculum. This research is useful for institutions seeking to understand how to start work on their campus food environments. It will also consider this assessment in an international context and seek to address if the current STARS food and dining categories are relevant to international institutions with vastly different food and dining landscapes. This presentation is a component of a larger doctoral research project on action in campus foodscapes.",University of Melbourne,4556,,,,,,,,,,,Food & Dining,Coordination & Planning,,,,,"food systems,policies,campus dining",10/29/2019,AASHE,Presentation,Sophie Lamond,Doctoral Student,University of Melbourne,4556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400_Lamond_1764.pptx,https://files.aievolution.com/ash1901/events/16332/1400_Lamond_1764.pptx,,,,,,
2152,Combating Food Waste and Addressing Food Insecurity,"Three Universities, from three different areas of the United States, will present on how each has responded to the issue of Food Insecurity on College Campuses in unique ways. University of the Incarnate Word will discuss the development of their on Campus Pantry; Cardinal Cupboard and how their institution is addressing food insecurity personally. UIW will walk the audience through logistical, and physical transformations of the Cardinal Cupboard. Appalachian State University will give an overview of their Food Resource Hub and Free Store sharing their support system, and unique innovations. ASU will also share recurring issues and successful solutions that have helped their efforts become more efficient and impactful. Utah State University will be focusing their presentation on the collaboration of disconnected programs and creating a network of food insecurity fighters to maximize the sustainability of efforts. USU plans on providing a framework which other universities and institutions can emulate. All universities would like to hold brainstorming time for development of pantries as well as other food insecurity solutions.",University of the Incarnate Word,3909,Utah State University,2866,Appalachian State University,4398,,,,,,,Food & Dining,Campus Engagement,Wellbeing & Work,,,,"food banks & pantries,food security,food waste",10/29/2019,AASHE,Presentation,Kevin Salfen,"Co-Director, Office of Sustainability",University of the Incarnate Word,3909,Andrea Del Valle Soriano,Student,University of the Incarnate Word,3909,Diana Mireles,Undergraduate Student,University of the Incarnate Word,3909,Brhianna Malcolm,Engagement Coordinator,Utah State University,2866,Kara Bachman,Food Waste Intern,Utah State University,2866,Rebecca Walton,Sustainability Outreach Coordinator,Appalachian State University,4398,Jennifer Maxwell,Sustainability Program Manager,Appalachian State University,4398,,,,,0915_Malcolm.pdf,https://files.aievolution.com/ash1901/events/17748/0915_Malcolm.pdf,,,,,,
2522,Student Food Security: Multi-Tiered Solutions to Reach all Food-Insecure Students,"Student food insecurity is a social justice issue that University and College Boards, Administrators, and Students are looking to solve. There are no silver bullet solutions, a comprehensive, multi-faceted solution that engages the entire campus community and reaches all food-insecure students is needed to truly end hunger on our campuses. Sodexo dining teams across more than 650 campus locations are working to deploy these solutions. This session will spotlight two Sodexo campuses we are partnering with to end student hunger, Northern Arizona University and University of Denver. Additionally, the leading nonprofit addressing hunger among college students, Swipe Out Hunger, will introduce their meal-share program that is active at University of Denver and many other Sodexo campuses. Northern Arizona University student food security strategy includes a meal plan scholarship that Sodexo supports, end-of-year student dining dollar donation to the campus pantry, Food Recovery Network donations, and a catering leftover program that is facilitated by a mobile-app notification system. University of Denver is working to address student food security with collaboration between departments and Student Outreach & Support. University of Denver students may receive food assistance through SNAP benefits, the campus food pantry and through the Swipe Out Hunger Meal Assistance program. Swipe Out Hunger will share University of Denver's Swipe Out Hunger model and how you can bring this program to your campus. Swipe Out Hunger and all the before mentioned programs, together, provide multiple touch-points and create a strong network to ensure we reach all our food insecure students and that they feel supported throughout their student journeys. ",Northern Arizona University,0567,Swipe Out Hunger,9425,Sodexo USA,3600,,,,,,,Food & Dining,Campus Engagement,Wellbeing & Work,,,,"food security,social justice,food banks & pantries,hunger",10/29/2019,AASHE,Presentation,Thomas Eberly,Director of Campus Services and Activities Administration,Northern Arizona University,0567,Tenille Metti Bowling,Communications Manager,Swipe Out Hunger,9425,Leila Costa,Senior Sustainability Manager,Sodexo USA,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,"Lessons Learned from a Campus Food Pantry: Sustainability, Social Justice, and Campus Partnerships","Hunger and food insecurity are growing problems on college campuses. The rising cost of a college education and the increasing number of nontraditional students mean that more students are struggling to navigate the costs of paying for college, housing, food, and other living expenses while on tight budgets. Food insecurity, the lack of reliable access to sufficient quantities of affordable, nutritious food is common at higher education institutions throughout the country. Feeding America (2017) found that 30.5% of students reported having to choose between food and educational expenses. Seeing a rise in food insecurity among students, the University of Denver began a campus Food Pantry housed in the Center for Sustainability. Campus food insecurity programs are typically run out of Student Life Departments rather than Sustainability Centers. This unique program allows the university to link hunger alleviation to campus gardens, food waste initiatives, and sustainable food policies, facilitating a unique multi-pronged approach. The case study detailed here provides specifics on how linking student support and campus sustainability efforts can result in social sustainability impacts and leverage resources in new ways to better support students. Other campuses should consider how food insecurity initiatives that live in offices of student life can partner with Sustainability Centers to address other food-related causes. This case study describes an innovative program at the University of Denver that works to address food insecurity by linking the provision of a campus Food Pantry with sustainable food and the incorporation of social sustainability into a systematic mission. Housing the campus Food Pantry program with the Center for Sustainability allows for multiple intersecting approaches to address food insecurity.",University of Denver,2186,,,,,,,,,,,Food & Dining,Campus Engagement,Wellbeing & Work,,,,"food banks & pantries,food security,social justice",10/29/2019,AASHE,Presentation,Elizabeth Kepl,Food Pantry Team Lead,University of Denver,2186,Emily Schosid,Sustainability Program Coordinator,University of Denver,2186,,,,,,,,,,,,,,,,,,,,,,,,,0830_Kepl_1476.pptx,https://files.aievolution.com/ash1901/events/16702/0830_Kepl_1476.pptx,0830_Kepl_1476.pdf,https://files.aievolution.com/ash1901/events/16702/0830_Kepl_1476.pdf,,,,
2130,Creating a Student-Led Campaign for a Self-Operated Dining System: How to get Started at Your School,"At Western Washington University, students have been leading a multi-year effort to implement a self-operated dining system after the decade long contract with Aramark expires in 2021. Currently, WWU is one of the roughly 70% of universities nationwide contracted by one of the 'big three' dining corporations: Aramark, Sodexo or Compass Group. Collectively, these three corporations operate across the globe providing food for universities, hospitals, and prisons. Alternatively, a self-operated dining system would be run entirely by the university, rather than with a third party corporation - such as one of the 'big three' - in which university administration outsources dining responsibility. Being self-operated would grant students more transparency in the food sourcing process and allow for more student input into what kind of food is being served. Self-operated dining would also mean breaking from the prisons and jails that the 'big three' profit off of. These monopolistic corporations exploit the disproportionally black and brown prison populations by serving cheap and unhealthy food, thereby supporting an already violent institution. Additionally, each of these corporations uses the kickback system - corporate bribery which acts as a significant barrier for small food providers who may otherwise try to compete for dining contracting bids - and each have bad track records of labor exploitation and mismanagement. Becoming self-operated is the next step towards becoming a school that champions food justice and student voices, but we know that this effort is more easily attainable with a large network of universities collectively fighting for that change. Join us during our session to learn more about the process we've taken to get here, how we've structured our organization, and what it would look like to begin a similar campaign on your own campus. This will also be a time to analyze the specific hurdles unique to your school and get connected to others.",Western Washington University,1876,,,,,,,,,,,Food & Dining,Campus Engagement,Diversity & Affordability,,Dining Services,,"social justice,equity,students,campus dining",10/27/2019,AASHE,Presentation,Michael Prostka,Undergraduate Student,Western Washington University,1876,Emmaline Bigongiari,Sustainability Staff,Western Washington University,1876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2566,Bring More Plant-Based Options to Your Campus," In this session, attendees will learn how to work with their university's food service department to increase the amount of plant-based foods on dining hall menus. They'll learn how to influence key decision-makers, organize likeminded classmates, and make the case for healthier, more climate-friendly food options. Each attendee will be provided with a step-by-step guide, a comprehensive toolkit, and access to unlimited 1:1 support to help them get started. ",Balanced.org,9530,,,,,,,,,,,Food & Dining,Campus Engagement,,,Dining Services,,"vegan & plant-based foods,stakeholder engagement",10/27/2019,AASHE,Presentation,Audrey Lawson-Sanchez,Executive Director,Balanced.org,9530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530_LawsonSanchez.pdf,https://files.aievolution.com/ash1901/events/18501/1530_LawsonSanchez.pdf,,,,,,
2302,Food Systems Down Under: Lessons from the Australian Context and The Fair Food Challenge,"This presentation will look at action in campus food systems in Australian universities. Australia has been slow to adopt action in campus foodscape transformation and there have been recent advancements in engagement in this area. This presentation will provide an overview of policies and projects at Australian universities and networks in the Australian sustainability higher education sector. It will also draw heavily on the presenter's own experiences starting and developing an organisation to advocate for food system projects on campus. The organisation Fair Food Challenge was started in 2015 as a student run initiative at the University of Melbourne with an aim to transform the campus food environment to a more healthy, fair, equitable and sustainable system. The Challenge runs a series of projects such as community kitchens, a serving ware re-use service, a portable bike kitchen, community lunches, food waste workshops, a community food store and free fruit boxes in the library. As well the team conducts research, facilitates community feedback and empowers students to participate in university policy decisions that shape the future of the institution. This presentation will share some of the successes and barriers that this project has had in working to transform the campus food environment to be more sustainable, inclusive and healthier. It will also consider the institutional context of The University of Melbourne and the roll of out of its Sustainability Plan. It will then discuss how this project has developed in response to similar projects in international contexts and ask how we can strengthen international communities of practice for knowledge sharing in this arena.",University of Melbourne,4556,,,,,,,,,,,Food & Dining,Campus Engagement,Public Engagement,,,,"Australia,international,food systems",10/28/2019,AASHE,Poster,Sophie Lamond,Doctoral Student,University of Melbourne,4556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530_Lamond_1779.pdf,https://files.aievolution.com/ash1901/events/17330/1530_Lamond_1779.pdf,,,,,,
1995,Leveraging the Power of Institutional Purchasing to Create a Sustainable Economy through Fair Trade,"Fair Trade Campaigns is a powerful grassroots movement mobilizing thousands of conscious consumers and Fair Trade advocates on campuses and in communities across the U.S. Our Fair Trade Colleges & Universities program partners with over one hundred campuses via food service, sustainability and procurement commitments to co-create a sustainable economy, as well as with students to be active participants in the sustainable economy through their consumption choices and advocacy efforts on campus. Fair Trade helps co-create a sustainable economy not only here in the U.S., but for farmers and workers across the globe that produce the products we consume daily, by enabling sustainable livelihoods through community development funds and a minimum price guarantee, two core staples of Fair Trade. In this session, we will provide an overview of the three main pillars of Fair Trade, social, economic and environmental standards and uncover how campuses can help co-create a sustainable economy for producers abroad by completing the steps to earn designation as a Fair Trade College/University. In addition to gaining a basic understanding of Fair Trade and the Fair Trade College/University designation process, attendees will hear first-hand how two designated Fair Trade Universities, Arizona State University and the University of California at Irvine, are leveraging their institutional purchasing power and partnering with campus stakeholders to co-create a sustainable economy by sourcing and promoting Fair Trade. In addition, representatives from both campuses will share how earning the Fair Trade Campus designation has enabled them to meet their campus food service provider's socially responsible purchasing goals and achieve additional credits under STARS 2.1 Exemplary Practices, a new type of credit within the Innovation & Leadership category of STARS.",Fair Trade Colleges & Universities,0787,Aramark Higher Education,3691,Arizona State University,4531,"University of California, Irvine",4502,,,,,Food & Dining,Campus Engagement,Purchasing,,Dining Services,,"fair trade,third party certifications",10/28/2019,AASHE,Presentation,Kylie Nealis,Campus and Community Engagement Manager,Fair Trade Colleges & Universities,0787,Krista O'Brien,Sustainability Manager,Aramark Higher Education,3691,Nick Cookson,Program Manager,Arizona State University,4531,Enola Fulgencio,"Sustainability Coordinator, UCI Dining","University of California, Irvine",4502,,,,,,,,,,,,,,,,,1100_Nealis_1364.pptx,https://files.aievolution.com/ash1901/events/16408/1100_Nealis_1364.pptx,,,,,,
2137,Fair Trade Campus Advocacy for a Sustainable Economy,"Fair Trade Campaigns is a powerful grassroots movement mobilizing thousands of conscious consumers and Fair Trade advocates on campuses and in communities across the U.S. Our Fair Trade Colleges & Universities program partners with more than one hundred college campuses via food service, sustainability and procurement commitments to co-create a sustainable economy, as well as with students to be active participants in the sustainable economy through their individual consumption choices and advocacy efforts on campus. Fair Trade helps co-create a sustainable economy not only here in the U.S., but for farmers and workers across the globe that produce the products we consume daily, by enabling sustainable livelihoods through community development funds and a minimum price guarantee, two of the core staples of Fair Trade. In this session, we will provide a brief overview of the three main pillars of Fair Trade, social, economic and environmental standards. We'll also engage in an interactive discussion around how students can help co-create a sustainable economy for producers abroad by advocating for Fair Trade and leveraging their institution's purchasing power in favor of socially responsible and sustainable purchasing. We'll also cover best practices for campus advocacy, and the valuable role that strategic partnerships play in successful efforts, while asking attendees to share insights from their own campus advocacy efforts. Joining the session will be representatives of Gonzaga's Fair Trade University campaign, who will share how their campaign has approached the process of earning the Fair Trade University designation, and the successes and challenges they've faced along the way. Attendees will also learn how becoming a Fair Trade campus enables additional credits under STARS 2.1 exemplary practices, a new type of credit within the Innovation & Leadership category.",Fair Trade Colleges & Universities,0787,Gonzaga University,2258,,,,,,,,,Food & Dining,Campus Engagement,Purchasing,,,,"fair trade,advocacy",10/27/2019,AASHE,Presentation,Kylie Nealis,Campus and Community Engagement Manager,Fair Trade Colleges & Universities,0787,Grace Redpath,Undergraduate Student,Gonzaga University,2258,,,,,,,,,,,,,,,,,,,,,,,,,1300_Nealis_1818.pptx,https://files.aievolution.com/ash1901/events/16908/1300_Nealis_1818.pptx,,,,,,
1991,The Future of Real Food,"The past ten years have seen a dramatic shift in real food purchasing on college and university campuses. Local food and sustainability are now common conversations in campus dining. Values around fair labor and animal welfare are increasingly present, with new initiatives and resources supporting those changes. There is more transparency in food on campus, with the student-led Real Food Calculator tool and other systems for tracking purchasing, setting clear goals, and educating the campus about our food system. More than 80 institutions have made formal commitments to real food (local & community based, fair, humane, and ecologically sound), and countless others track their purchasing towards similar goals. At the same time, only some campuses have seen these changes, and only some farmers, ranchers and fishermen have been able to reap the benefits of selling to institutional markets. Campuses with deep research ties to large food and agribusiness companies or those with fewer financial resources have faced significant barriers. Black farmers, community-based fishermen, local minority-owned businesses, and others who are critical to an equitable, sustainable, and resilient food system continue to be shut out of the market. Join us for an interactive workshop to discuss learnings from 10+ years of organizing for real food in higher ed and to explore a new campaign to fundamentally re-orient the foodservice industry towards real food. Together, we will explore how higher ed can continue to catalyze the transition to a more just and sustainable food economy.",Real Food Challenge,6891,,,,,,,,,,,Food & Dining,Public Engagement,Purchasing,,,,"real food,racial & ethnic diversity,social justice,food purchasing,food systems",10/29/2019,AASHE,Presentation,Tina White,Program Coordinator,Real Food Challenge,6891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0915_White_1329.pdf,https://files.aievolution.com/ash1901/events/18124/0915_White_1329.pdf,,,,,,
2512,Harvard University's Holistic Approach and Model for a Sustainable Food System,"The Harvard Office for Sustainability (OFS) convened a multi-disciplinary committee of world-renowned faculty to translate their research into action on campus to create a more sustainable food system that contributes to the well-being of the planet and people throughout the value chain. Also tied closely with EAT-Lancet Commission recommendations on Food, Planet, and Health and the Sustainable Development Goals, Harvard's Sustainable & Healthful Food Standards (April 2019) align our major food partners around a broad definition of success. This framework includes focuses on (1) climate and ecosystems, (2) consumer well-being, including nutrition, (3) education and food literacy, (4) reduction of wasted food, (5) animal welfare, and (6) worker and community well-being throughout the value chain. Harvard students, faculty, and staff have been using the campus as a living lab to test new strategies for driving demand for sustainable healthful food through the dining halls, retail locations, and catering. OFS worked with faculty and students to create a Sustainable Meeting and Event Guide and a Plant-based Eating Guide. By addressing both demand and supply sides, all internal and external stakeholders have a role to play in creating a better food system.",Harvard University,4451,,,,,,,,,,,Food & Dining,Campus Engagement,Research,,Sustainability Office,,"food systems,applied research,living labs",10/28/2019,AASHE,Presentation,David Havelick,Sustainability Staff,Harvard University,4451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100_Havelick_1485.pptx,https://files.aievolution.com/ash1901/events/18285/1100_Havelick_1485.pptx,,,,,,
2113,Gonzaga's Journey to Create a Sustainable Food Culture on Campus,"Real Food Club has been working to shift purchasing in our dining facilities to 'Real food' (meaning local, humane, fair-trade, or ecologically sound) since 2013. We are nearing upon the 2020 deadline of 20% Real food. We would like to share our progress and lessons we have learned throughout this journey. The most exciting recent purchasing shifts have come from our implementation of the Vote Real campaign and integration of humane meat on campus. Our partnership with Sodexo, our on-campus food service, and the local farm co-op LINC has allowed us to steadily grow our percentage of Real food. We have plans for the Spring Semester to involve the larger student body in celebrating Vote Real and humane meat purchases by building on existing events and capitalizing on Earth Week. As the Real Food Challenge comes to a close in 2020, we are working to ensure lasting change through a school food policy and fostering a culture that prioritizes healthier, more sustainable food.",Gonzaga University,2258,,,,,,,,,,,Food & Dining,Campus Engagement,,,Dining Services,,real food,10/27/2019,AASHE,Presentation,Annie Wissmiller,Real Food Club,Gonzaga University,2258,Emma Hayden,Student,Gonzaga University,2258,Ellen Bradley,Student (Senior),Gonzaga University,2258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
